sid,run,template,seed,outcome,contact,impact_speed_ms,ttc_min_s,min_clearance_m,speed_at_crit_ms,ego_vmax_ms,t_crit_s,n_steps
53,4,lead_stopped,20313810,completed,0,0.0,0.6531,1.2882,3.3136,4.1817,5.35,801
54,0,lead_stopped,20314806,completed,0,0.0,0.5751,1.0774,3.262,4.1791,8.35,801
54,1,lead_stopped,20314807,completed,0,0.0,0.5052,0.8567,2.9236,4.1686,8.5,801
54,2,lead_stopped,20314808,completed,0,0.0,0.4219,0.6285,2.5237,4.1783,8.6,801
54,3,lead_stopped,20314809,completed,0,0.0,0.5757,1.0842,3.2324,4.1666,8.4,801
54,4,lead_stopped,20314810,completed,0,0.0,0.5263,0.928,3.0733,4.1743,8.45,801
55,0,lead_stopped,20315806,completed,0,0.0,0.5663,1.0381,3.2735,4.2101,16.6,801
55,1,lead_stopped,20315807,completed,0,0.0,0.6826,1.3137,2.7678,4.235,16.55,801
55,2,lead_stopped,20315808,completed,0,0.0,0.693,1.3392,2.784,4.2101,16.65,801
55,3,lead_stopped,20315809,completed,0,0.0,0.538,0.9674,3.0712,4.2355,16.55,801
55,4,lead_stopped,20315810,completed,0,0.0,0.4287,0.6381,2.5437,4.1941,16.8,801
56,0,lead_stopped,20316806,completed,0,0.0,0.6785,1.4374,3.4105,4.235,3.1,801
56,1,lead_stopped,20316807,completed,0,0.0,4.9384,10.6654,2.3514,2.3517,0.3,801
56,2,lead_stopped,20316808,completed,0,0.0,4.9384,10.8039,2.3514,2.3517,0.3,801
56,3,lead_stopped,20316809,completed,0,0.0,0.6598,1.35,3.2916,4.1677,3.1,801
56,4,lead_stopped,20316810,completed,0,0.0,0.6774,1.4316,3.4141,4.235,3.1,801
57,0,lead_stopped,20317806,completed,0,0.0,0.6984,1.5182,3.6448,4.1717,11.3,801
57,1,lead_stopped,20317807,completed,0,0.0,0.6048,1.1496,3.0231,4.1864,11.5,801
57,2,lead_stopped,20317808,completed,0,0.0,0.5449,0.9763,3.171,4.18,11.5,801
57,3,lead_stopped,20317809,completed,0,0.0,0.4385,0.6678,2.793,4.2144,11.75,801
57,4,lead_stopped,20317810,completed,0,0.0,0.6421,1.2984,3.3203,4.1716,11.4,801
58,0,lead_stopped,20318806,completed,0,0.0,0.6537,1.3488,3.4572,4.2352,6.8,801
58,1,lead_stopped,20318807,completed,0,0.0,0.5896,1.139,3.2805,4.2099,7.05,801
58,2,lead_stopped,20318808,completed,0,0.0,0.663,1.372,3.4741,4.1747,6.9,801
58,3,lead_stopped,20318809,completed,0,0.0,0.5168,0.9075,3.2372,4.2097,7.1,801
58,4,lead_stopped,20318810,completed,0,0.0,0.7189,1.5509,3.2696,4.2349,6.8,801
59,0,lead_stopped,20319806,completed,0,0.0,0.6312,1.2798,3.4964,4.2166,8.7,801
59,1,lead_stopped,20319807,completed,0,0.0,0.7027,1.492,3.2653,4.1868,8.7,801
59,2,lead_stopped,20319808,completed,0,0.0,0.7126,1.5097,3.4854,4.1827,8.65,801
59,3,lead_stopped,20319809,completed,0,0.0,0.712,1.5156,3.2604,4.1732,8.7,801
59,4,lead_stopped,20319810,completed,0,0.0,0.7332,1.5925,3.4646,4.1665,8.65,801
60,0,cut_in,20320806,completed,0,0.0,0.2227,0.0004,1.9946,4.2301,4.9,801
60,1,cut_in,20320807,completed,0,0.0,0.1432,0.0925,1.4171,4.1806,5.0,801
60,2,cut_in,20320808,completed,0,0.0,0.2804,0.2784,2.4153,4.1802,4.8,801
60,3,cut_in,20320809,completed,0,0.0,0.1135,0.0678,1.4102,4.1911,5.0,801
60,4,cut_in,20320810,completed,0,0.0,0.2874,0.2714,1.8023,4.139,4.7,801
61,0,cut_in,20321806,completed,0,0.0,0.762,1.5995,3.622,4.2076,29.6,801
61,1,cut_in,20321807,completed,0,0.0,0.6568,1.2605,3.6537,4.2116,29.7,801
61,2,cut_in,20321808,completed,0,0.0,1.007,1.7042,3.2399,4.1998,30.7,801
61,3,cut_in,20321809,completed,0,0.0,1.0411,1.816,2.779,4.1954,30.85,801
61,4,cut_in,20321810,completed,0,0.0,1.0212,1.7293,2.7774,4.1896,29.7,801
62,0,cut_in,20322806,completed,0,0.0,10.0,9.0817,3.6748,4.1864,40.0,801
62,1,cut_in,20322807,completed,0,0.0,10.0,8.8224,3.5427,4.1926,39.75,801
62,2,cut_in,20322808,completed,0,0.0,10.0,8.8137,3.8585,4.1872,40.0,801
62,3,cut_in,20322809,completed,0,0.0,10.0,8.825,3.639,4.207,40.0,801
62,4,cut_in,20322810,completed,0,0.0,10.0,9.1231,3.4907,4.1941,39.8,801
63,0,cut_in,20323806,completed,0,0.0,10.0,11.5449,2.3125,4.2111,0.1,801
63,1,cut_in,20323807,completed,0,0.0,10.0,11.5449,2.3125,4.1989,0.1,801
63,2,cut_in,20323808,completed,0,0.0,10.0,11.5449,2.3125,4.189,0.1,801
63,3,cut_in,20323809,completed,0,0.0,10.0,11.5449,2.3125,4.1964,0.1,801
63,4,cut_in,20323810,completed,0,0.0,10.0,11.5449,2.3125,4.1933,0.1,801
64,0,cut_in,20324806,completed,0,0.0,1.1197,0.5731,3.323,4.1568,8.45,801
64,1,cut_in,20324807,collision,1,3.1552,0.0,0.0,3.65,4.1381,23.4,469
64,2,cut_in,20324808,completed,0,0.0,1.1236,0.9035,3.3095,4.1911,8.5,801
64,3,cut_in,20324809,completed,0,0.0,0.8442,1.2933,2.5515,4.1834,20.05,801
64,4,cut_in,20324810,completed,0,0.0,1.0577,0.7444,2.267,4.191,20.35,801
65,0,cut_in,20325806,completed,0,0.0,0.0358,0.0072,1.4658,4.1514,37.95,801
65,1,cut_in,20325807,completed,0,0.0,1.0073,1.6059,2.3787,4.2002,24.4,801
65,2,cut_in,20325808,completed,0,0.0,0.0077,0.0107,2.5749,4.1505,36.4,801
65,3,cut_in,20325809,completed,0,0.0,0.922,1.5889,2.7673,4.1493,2.65,801
65,4,cut_in,20325810,completed,0,0.0,0.8988,1.6737,3.434,4.1731,2.6,801
66,0,cut_in,20326806,completed,0,0.0,10.0,12.8173,2.3125,4.2031,0.1,801
66,1,cut_in,20326807,completed,0,0.0,10.0,12.8173,2.3125,4.191,0.1,801
66,2,cut_in,20326808,completed,0,0.0,10.0,12.8173,2.3125,4.2146,0.1,801
66,3,cut_in,20326809,completed,0,0.0,10.0,12.8173,2.3125,4.1925,0.1,801
66,4,cut_in,20326810,completed,0,0.0,10.0,12.8173,2.3125,4.191,0.1,801
67,0,cut_in,20327806,completed,0,0.0,0.7854,1.5797,3.8237,4.1721,7.45,801
67,1,cut_in,20327807,completed,0,0.0,0.7151,1.3955,3.4318,4.1699,7.65,801
67,2,cut_in,20327808,completed,0,0.0,0.8455,1.5899,3.5442,4.1707,7.55,801
67,3,cut_in,20327809,completed,0,0.0,0.6102,1.1385,3.6454,4.2023,7.7,801
67,4,cut_in,20327810,completed,0,0.0,0.7236,1.4812,3.7874,4.1701,7.6,801
68,0,cut_in,20328806,completed,0,0.0,0.4554,0.5727,2.7211,4.1661,8.75,801
68,1,cut_in,20328807,completed,0,0.0,0.6022,0.884,3.207,4.17,8.55,801
68,2,cut_in,20328808,completed,0,0.0,0.4324,0.4981,2.7149,4.2662,9.4,801
68,3,cut_in,20328809,completed,0,0.0,0.4366,0.4573,2.6126,4.1569,8.55,801
68,4,cut_in,20328810,completed,0,0.0,0.5299,0.7277,3.1858,4.165,8.6,801
69,0,cut_in,20329806,completed,0,0.0,0.1486,0.1011,1.3853,4.1529,6.2,801
69,1,cut_in,20329807,completed,0,0.0,0.1211,0.0729,1.4437,4.1527,6.2,801
69,2,cut_in,20329808,collision,1,0.5445,0.0,0.0,1.0444,4.155,6.25,126
69,3,cut_in,20329809,completed,0,0.0,0.1731,0.1224,1.7048,4.153,6.15,801
69,4,cut_in,20329810,collision,1,1.4141,0.0,0.0,1.9141,4.1527,6.15,124
70,0,cut_in,20330806,completed,0,0.0,0.2046,0.0603,1.1602,4.1829,9.65,801
70,1,cut_in,20330807,collision,1,2.0611,0.0,0.0,3.0616,4.21,9.8,197
70,2,cut_in,20330808,collision,1,1.4229,0.0,0.0,2.139,4.2098,10.05,202
70,3,cut_in,20330809,completed,0,0.0,0.0366,0.0041,1.6181,4.1851,34.3,801
70,4,cut_in,20330810,completed,0,0.0,0.1696,0.0386,1.0729,4.16,9.65,801
71,0,cut_in,20331806,completed,0,0.0,0.8893,0.8704,3.6245,4.1891,1.65,801
71,1,cut_in,20331807,completed,0,0.0,0.745,0.7406,3.3549,4.1405,1.75,801
71,2,cut_in,20331808,completed,0,0.0,0.8042,0.7968,3.2662,4.0882,1.75,801
71,3,cut_in,20331809,completed,0,0.0,0.9174,0.8971,3.5793,4.1634,1.65,801
71,4,cut_in,20331810,completed,0,0.0,0.6328,0.6822,2.5583,4.1908,32.85,801
72,0,cut_in,20332806,completed,0,0.0,0.2462,0.1573,1.582,2.9969,2.0,801
72,1,cut_in,20332807,completed,0,0.0,0.439,0.5754,2.5661,3.1504,25.8,801
72,2,cut_in,20332808,completed,0,0.0,0.029,0.0165,2.2389,3.8056,37.1,801
72,3,cut_in,20332809,collision,1,1.6842,0.0,0.0,2.1842,3.606,1.85,38
72,4,cut_in,20332810,completed,0,0.0,0.0377,0.0062,2.1703,3.6078,36.2,801
73,0,cut_in,20333806,collision,1,3.4621,0.0,0.0,3.9459,4.1544,38.5,771
73,1,cut_in,20333807,completed,0,0.0,0.6858,1.3319,3.6672,4.1535,1.9,801
73,2,cut_in,20333808,completed,0,0.0,0.2779,0.282,2.2002,4.1531,33.05,801
73,3,cut_in,20333809,completed,0,0.0,0.0816,0.044,1.2362,4.1538,33.45,801
73,4,cut_in,20333810,completed,0,0.0,0.6861,1.3306,3.6664,4.153,1.9,801
74,0,cut_in,20334806,completed,0,0.0,0.7449,0.9192,3.4949,4.2098,20.95,801
74,1,cut_in,20334807,completed,0,0.0,1.0187,1.0933,3.3313,4.2099,20.85,801
74,2,cut_in,20334808,completed,0,0.0,0.7975,1.1845,3.2382,4.2098,20.85,801
74,3,cut_in,20334809,completed,0,0.0,0.6559,0.814,3.9376,4.2099,20.85,801
74,4,cut_in,20334810,completed,0,0.0,0.4889,0.5195,3.8879,4.2099,20.95,801
75,0,cut_in,20335806,completed,0,0.0,0.0345,0.0212,2.1861,4.1908,34.3,801
75,1,cut_in,20335807,completed,0,0.0,0.9914,0.3717,3.482,4.1523,2.0,801
75,2,cut_in,20335808,completed,0,0.0,0.894,0.0188,3.2138,4.1727,2.0,801
75,3,cut_in,20335809,completed,0,0.0,0.9904,0.3681,3.4827,4.1527,2.0,801
75,4,cut_in,20335810,completed,0,0.0,0.1196,0.0786,1.6266,4.1524,29.95,801
76,0,cut_in,20336806,completed,0,0.0,0.1489,0.021,1.5465,4.161,35.05,801
76,1,cut_in,20336807,completed,0,0.0,0.1491,0.1031,1.5149,4.1591,36.5,801
76,2,cut_in,20336808,completed,0,0.0,0.7073,1.12,2.6153,4.2596,33.5,801
76,3,cut_in,20336809,completed,0,0.0,0.71,0.0122,3.66,4.1548,2.6,801
76,4,cut_in,20336810,completed,0,0.0,0.0917,0.0611,1.4776,4.1597,26.6,801
77,0,cut_in,20337806,completed,0,0.0,0.8655,1.6607,3.9894,4.1804,3.75,801
77,1,cut_in,20337807,collision,1,3.1066,0.0,0.0,3.6001,4.1771,29.6,593
77,2,cut_in,20337808,completed,0,0.0,0.078,0.2465,3.6731,4.1812,38.95,801
77,3,cut_in,20337809,completed,0,0.0,0.0503,0.021,1.2615,4.2055,35.9,801
77,4,cut_in,20337810,completed,0,0.0,0.9863,1.6999,3.8019,4.2402,3.65,801
78,0,cut_in,20338806,completed,0,0.0,0.6495,0.9939,2.5994,4.1846,32.5,801
78,1,cut_in,20338807,completed,0,0.0,0.0962,0.0536,1.6644,4.1523,32.25,801
78,2,cut_in,20338808,completed,0,0.0,0.0404,0.0193,2.5505,4.1873,33.45,801
78,3,cut_in,20338809,completed,0,0.0,0.871,1.3583,2.4749,4.191,23.45,801
78,4,cut_in,20338810,completed,0,0.0,0.0169,0.0052,0.9399,4.1911,32.15,801
79,0,cut_in,20339806,completed,0,0.0,10.0,15.97,3.6782,4.2349,38.0,801
79,1,cut_in,20339807,completed,0,0.0,10.0,15.9842,4.1619,4.2014,40.0,801
79,2,cut_in,20339808,completed,0,0.0,10.0,15.8144,3.7741,4.2079,37.2,801
79,3,cut_in,20339809,completed,0,0.0,10.0,15.9484,3.6876,4.1986,37.5,801
79,4,cut_in,20339810,completed,0,0.0,10.0,16.0889,3.6651,4.198,38.4,801
80,0,cut_in,20340806,completed,0,0.0,1.0018,1.7028,3.2348,4.153,4.2,801
80,1,cut_in,20340807,completed,0,0.0,1.0459,0.0175,3.3749,4.1527,4.1,801
80,2,cut_in,20340808,completed,0,0.0,0.978,1.6068,2.5153,4.235,7.55,801
80,3,cut_in,20340809,completed,0,0.0,0.7863,1.2766,2.5419,4.1529,33.15,801
80,4,cut_in,20340810,completed,0,0.0,0.9717,1.5703,3.1319,4.1525,4.45,801
81,0,cut_in,20341806,collision,1,2.1068,0.0,0.0,3.6963,4.1708,2.5,51
81,1,cut_in,20341807,collision,1,2.5729,0.0,0.0,4.1598,4.1836,2.2,45
81,2,cut_in,20341808,collision,1,2.4828,0.0,0.0,4.0751,4.2081,2.55,52
81,3,cut_in,20341809,collision,1,2.3244,0.0,0.0,3.9087,4.0356,1.9,39
81,4,cut_in,20341810,collision,1,2.5082,0.0,0.0,4.1004,4.2122,2.3,47
82,0,cut_in,20342806,completed,0,0.0,0.0107,0.0178,2.1608,4.0468,39.6,801
82,1,cut_in,20342807,completed,0,0.0,0.6766,1.1026,2.8125,4.0466,29.3,801
82,2,cut_in,20342808,completed,0,0.0,0.8671,1.5317,2.9855,4.1092,3.45,801
82,3,cut_in,20342809,completed,0,0.0,0.961,1.6824,2.9757,4.2087,3.35,801
82,4,cut_in,20342810,completed,0,0.0,0.6044,0.9669,2.8002,4.0466,37.5,801
83,0,cut_in,20343806,collision,1,1.3882,0.0,0.0,2.8564,4.1908,1.85,38
83,1,cut_in,20343807,collision,1,1.3878,0.0,0.0,2.856,4.1907,1.85,38
83,2,cut_in,20343808,collision,1,1.388,0.0,0.0,2.8562,4.1907,1.85,38
83,3,cut_in,20343809,collision,1,1.3879,0.0,0.0,2.8561,4.1907,1.85,38
83,4,cut_in,20343810,collision,1,1.3881,0.0,0.0,2.8563,4.1908,1.85,38
84,0,cut_in,20344806,completed,0,0.0,0.677,1.2791,3.6705,4.1527,2.2,801
84,1,cut_in,20344807,completed,0,0.0,0.0218,0.0478,2.694,4.1518,39.6,801
84,2,cut_in,20344808,completed,0,0.0,0.7917,1.7439,3.8723,4.1897,2.7,801
84,3,cut_in,20344809,completed,0,0.0,0.1618,0.115,1.6629,4.1317,33.1,801
84,4,cut_in,20344810,completed,0,0.0,0.7724,1.5344,3.4778,4.1522,2.0,801
85,0,cut_in,20345806,completed,0,0.0,0.8554,1.5767,3.8232,4.235,4.6,801
85,1,cut_in,20345807,completed,0,0.0,0.881,1.3844,3.8999,4.235,4.55,801
85,2,cut_in,20345808,completed,0,0.0,0.7714,1.3903,3.7491,4.235,4.7,801
85,3,cut_in,20345809,completed,0,0.0,0.844,1.7125,3.713,4.2349,4.65,801
85,4,cut_in,20345810,completed,0,0.0,0.8566,1.6797,3.6245,4.235,4.65,801
86,0,cut_in,20346806,completed,0,0.0,0.7974,0.2333,2.8329,4.1696,15.25,801
86,1,cut_in,20346807,completed,0,0.0,0.5346,0.2505,2.8659,4.1689,12.25,801
86,2,cut_in,20346808,collision,1,2.1331,0.0,0.0,0.0151,4.1861,12.6,253
86,3,cut_in,20346809,completed,0,0.0,0.7864,1.3542,3.1987,4.1841,15.1,801
86,4,cut_in,20346810,collision,1,3.1716,0.0,0.0,3.6645,4.1718,36.55,732
87,0,cut_in,20347806,collision,1,0.6983,0.0,0.0,3.7983,4.1911,6.5,131
87,1,cut_in,20347807,collision,1,0.4233,0.0,0.0,3.4987,4.1678,7.55,152
87,2,cut_in,20347808,collision,1,0.9567,0.0,0.0,4.0566,4.1911,6.45,130
87,3,cut_in,20347809,collision,1,0.2474,0.0,0.0,3.2983,4.2291,7.4,149
87,4,cut_in,20347810,collision,1,0.2227,0.0,0.0,3.3227,4.1683,7.55,152
88,0,cut_in,20348806,collision,1,1.7709,0.0,0.0,4.1137,4.2024,7.0,141
88,1,cut_in,20348807,collision,1,1.7403,0.0,0.0,4.0829,4.1823,5.45,110
88,2,cut_in,20348808,collision,1,1.6942,0.0,0.0,3.9786,4.2123,5.85,118
88,3,cut_in,20348809,collision,1,1.3462,0.0,0.0,3.6882,4.2488,4.5,91
88,4,cut_in,20348810,collision,1,1.5172,0.0,0.0,3.8594,4.246,4.5,91
89,0,cut_in,20349806,completed,0,0.0,0.8545,1.0008,3.7568,4.1593,9.85,801
89,1,cut_in,20349807,completed,0,0.0,0.9145,0.9585,3.6828,4.1587,9.8,801
89,2,cut_in,20349808,completed,0,0.0,0.9796,0.5205,3.5563,4.1573,9.95,801
89,3,cut_in,20349809,completed,0,0.0,0.9449,0.699,3.5416,4.2492,10.25,801
89,4,cut_in,20349810,completed,0,0.0,0.8999,0.8786,2.6208,4.1853,33.25,801
90,0,oncoming_drift,20350806,collision,1,10.2652,0.0,0.0,2.7593,4.2036,10.85,218
90,1,oncoming_drift,20350807,collision,1,10.9143,0.0,0.0,3.4085,4.1818,10.85,218
90,2,oncoming_drift,20350808,collision,1,10.9225,0.0,0.0,3.4167,4.21,10.6,213
90,3,oncoming_drift,20350809,collision,1,11.0251,0.0,0.0,3.5193,4.2102,10.3,207
90,4,oncoming_drift,20350810,collision,1,10.9028,0.0,0.0,3.3969,4.2102,10.5,211
91,0,oncoming_drift,20351806,collision,1,6.8094,0.0,0.0,1.4736,4.2095,14.6,293
91,1,oncoming_drift,20351807,collision,1,7.7221,0.0,0.0,2.3863,4.2101,14.4,289
91,2,oncoming_drift,20351808,collision,1,8.1608,0.0,0.0,2.825,4.1819,14.05,282
91,3,oncoming_drift,20351809,collision,1,7.8617,0.0,0.0,2.5259,4.2102,14.4,289
91,4,oncoming_drift,20351810,collision,1,7.8314,0.0,0.0,2.4956,4.1904,14.7,295
92,0,oncoming_drift,20352806,completed,0,0.0,0.5092,4.2802,3.7227,4.2469,16.55,801
92,1,oncoming_drift,20352807,completed,0,0.0,0.51,4.1189,3.3934,4.2163,16.45,801
92,2,oncoming_drift,20352808,completed,0,0.0,0.2816,2.4779,4.1174,4.2402,16.6,801
92,3,oncoming_drift,20352809,completed,0,0.0,0.5295,4.2911,3.4208,4.202,16.55,801
92,4,oncoming_drift,20352810,completed,0,0.0,0.2415,2.0037,3.6151,4.1945,16.5,801
93,0,oncoming_drift,20353806,completed,0,0.0,0.1369,1.3673,4.1168,4.2029,11.5,801
93,1,oncoming_drift,20353807,completed,0,0.0,0.057,0.5436,3.6627,4.2102,11.5,801
93,2,oncoming_drift,20353808,completed,0,0.0,0.0131,0.1223,3.4433,4.2107,11.45,801
93,3,oncoming_drift,20353809,completed,0,0.0,0.1063,1.0593,4.0922,4.2101,11.6,801
93,4,oncoming_drift,20353810,completed,0,0.0,0.1499,1.433,3.692,4.2101,11.5,801
94,0,oncoming_drift,20354806,collision,1,7.5631,0.0,0.0,1.8719,4.1929,13.6,273
94,1,oncoming_drift,20354807,collision,1,8.9983,0.0,0.0,3.3071,4.1946,13.0,261
94,2,oncoming_drift,20354808,completed,0,0.0,0.0014,0.013,3.5643,4.1931,14.7,801
94,3,oncoming_drift,20354809,collision,1,7.4947,0.0,0.0,1.8035,4.1947,13.25,266
94,4,oncoming_drift,20354810,completed,0,0.0,0.1416,0.806,0.0004,4.2629,14.05,801
95,0,oncoming_drift,20355806,completed,0,0.0,0.0002,0.0017,3.5511,4.1965,13.5,801
95,1,oncoming_drift,20355807,completed,0,0.0,0.0006,0.0053,3.3788,4.2238,13.45,801
95,2,oncoming_drift,20355808,completed,0,0.0,0.0733,0.6154,3.4262,4.2086,13.55,801
95,3,oncoming_drift,20355809,completed,0,0.0,0.0831,0.7077,3.5437,4.247,13.55,801
95,4,oncoming_drift,20355810,completed,0,0.0,0.011,0.0997,4.1255,4.2441,13.7,801
96,0,oncoming_drift,20356806,collision,1,7.3508,0.0,0.0,2.9996,4.2102,12.65,254
96,1,oncoming_drift,20356807,collision,1,7.8557,0.0,0.0,3.5045,4.2101,12.6,253
96,2,oncoming_drift,20356808,collision,1,6.7455,0.0,0.0,2.3943,4.2034,12.85,258
96,3,oncoming_drift,20356809,collision,1,7.6101,0.0,0.0,3.259,4.2047,12.6,253
96,4,oncoming_drift,20356810,collision,1,7.6481,0.0,0.0,3.2969,4.2101,12.65,254
97,0,oncoming_drift,20357806,collision,1,10.9322,0.0,0.0,3.5055,4.2101,11.45,230
97,1,oncoming_drift,20357807,collision,1,10.975,0.0,0.0,3.5483,4.2101,11.45,230
97,2,oncoming_drift,20357808,collision,1,10.3864,0.0,0.0,2.9597,4.1882,11.55,232
97,3,oncoming_drift,20357809,collision,1,10.6193,0.0,0.0,3.1926,4.2102,11.05,222
97,4,oncoming_drift,20357810,collision,1,10.9537,0.0,0.0,3.527,4.2101,11.45,230
98,0,oncoming_drift,20358806,collision,1,7.2837,0.0,0.0,2.6704,4.2185,10.45,210
98,1,oncoming_drift,20358807,collision,1,6.7875,0.0,0.0,2.1741,4.2101,10.05,202
98,2,oncoming_drift,20358808,collision,1,8.1838,0.0,0.0,3.5705,4.2131,10.3,207
98,3,oncoming_drift,20358809,collision,1,7.6489,0.0,0.0,3.0356,4.2101,9.95,200
98,4,oncoming_drift,20358810,collision,1,7.373,0.0,0.0,2.7597,4.1709,10.05,202
99,0,oncoming_drift,20359806,collision,1,9.9684,0.0,0.0,3.5452,4.1825,11.05,222
99,1,oncoming_drift,20359807,completed,0,0.0,0.162,1.2283,1.5375,4.2608,12.5,801
99,2,oncoming_drift,20359808,collision,1,8.9858,0.0,0.0,2.5626,4.2464,11.5,231
99,3,oncoming_drift,20359809,collision,1,9.0079,0.0,0.0,2.5847,4.185,11.35,228
99,4,oncoming_drift,20359810,completed,0,0.0,0.0388,0.2489,0.0001,4.1977,12.35,801
100,0,oncoming_drift,20360806,collision,1,9.6243,0.0,0.0,2.6109,4.2533,8.3,167
100,1,oncoming_drift,20360807,collision,1,9.3066,0.0,0.0,2.2932,4.2414,8.35,168
100,2,oncoming_drift,20360808,collision,1,9.9611,0.0,0.0,2.9477,4.2298,8.45,170
100,3,oncoming_drift,20360809,collision,1,9.1561,0.0,0.0,2.1427,4.21,8.45,170
100,4,oncoming_drift,20360810,collision,1,9.5954,0.0,0.0,2.582,4.2486,8.3,167
101,0,oncoming_drift,20361806,completed,0,0.0,1.0122,8.0786,3.8551,4.2038,15.95,801
101,1,oncoming_drift,20361807,completed,0,0.0,1.3717,11.1418,3.9383,4.2616,15.85,801
101,2,oncoming_drift,20361808,completed,0,0.0,1.0913,9.0688,4.1252,4.2131,16.05,801
101,3,oncoming_drift,20361809,completed,0,0.0,1.4926,12.391,4.1169,4.2331,15.9,801
101,4,oncoming_drift,20361810,completed,0,0.0,0.922,7.4987,3.9486,4.1916,16.0,801
102,0,oncoming_drift,20362806,completed,0,0.0,0.0041,0.0432,3.7373,4.2101,10.75,801
102,1,oncoming_drift,20362807,completed,0,0.0,0.0255,0.2702,3.7394,4.2293,10.7,801
102,2,oncoming_drift,20362808,completed,0,0.0,0.0311,0.2784,2.0909,4.2301,10.95,801
102,3,oncoming_drift,20362809,completed,0,0.0,0.0582,0.5757,3.0352,4.2101,10.85,801
102,4,oncoming_drift,20362810,completed,0,0.0,0.0276,0.3008,4.0468,4.2101,10.85,801
103,0,oncoming_drift,20363806,completed,0,0.0,0.1491,1.4447,3.9336,4.2104,10.85,801
103,1,oncoming_drift,20363807,completed,0,0.0,0.5216,5.0366,3.899,4.2101,10.85,801
103,2,oncoming_drift,20363808,completed,0,0.0,0.2579,2.509,3.971,4.1917,10.95,801
103,3,oncoming_drift,20363809,completed,0,0.0,0.1498,1.4265,3.768,4.2101,10.85,801
103,4,oncoming_drift,20363810,completed,0,0.0,0.0321,0.2899,3.28,4.2,10.85,801
104,0,oncoming_drift,20364806,collision,1,10.5519,0.0,0.0,3.3787,4.1888,12.1,243
104,1,oncoming_drift,20364807,collision,1,9.8753,0.0,0.0,2.7022,4.2715,12.2,245
104,2,oncoming_drift,20364808,collision,1,10.4482,0.0,0.0,3.2751,4.2101,12.0,241
104,3,oncoming_drift,20364809,collision,1,10.028,0.0,0.0,2.8548,4.1982,11.9,239
104,4,oncoming_drift,20364810,collision,1,9.7891,0.0,0.0,2.6159,4.1769,11.95,240
105,0,oncoming_drift,20365806,completed,0,0.0,2.4076,20.3181,4.139,4.1849,9.6,801
105,1,oncoming_drift,20365807,completed,0,0.0,2.3579,20.1486,4.108,4.1995,9.8,801
105,2,oncoming_drift,20365808,completed,0,0.0,2.3781,20.1144,4.021,4.2313,9.8,801
105,3,oncoming_drift,20365809,completed,0,0.0,2.1732,17.5619,3.6438,4.2101,9.9,801
105,4,oncoming_drift,20365810,completed,0,0.0,2.098,17.4971,3.9027,4.2101,9.9,801
106,0,oncoming_drift,20366806,completed,0,0.0,0.1256,0.6688,0.0005,4.2101,14.45,801
106,1,oncoming_drift,20366807,collision,1,8.6357,0.0,0.0,3.3114,4.2101,13.4,269
106,2,oncoming_drift,20366808,collision,1,7.7116,0.0,0.0,2.3874,4.197,13.55,272
106,3,oncoming_drift,20366809,completed,0,0.0,0.0081,0.0431,0.0,4.2101,15.25,801
106,4,oncoming_drift,20366810,completed,0,0.0,0.2807,1.8176,1.5181,4.1915,14.35,801
107,0,oncoming_drift,20367806,completed,0,0.0,0.1524,0.9568,0.175,4.21,10.45,801
107,1,oncoming_drift,20367807,collision,1,9.4574,0.0,0.0,3.3244,4.21,9.8,197
107,2,oncoming_drift,20367808,completed,0,0.0,0.0221,0.1355,0.0001,4.2712,11.0,801
107,3,oncoming_drift,20367809,collision,1,9.4741,0.0,0.0,3.3411,4.2102,9.6,193
107,4,oncoming_drift,20367810,collision,1,8.16,0.0,0.0,2.027,4.1807,10.0,201
108,0,oncoming_drift,20368806,collision,1,7.3172,0.0,0.0,0.0006,4.2672,11.2,225
108,1,oncoming_drift,20368807,completed,0,0.0,0.0016,0.0118,0.0001,4.2101,11.5,801
108,2,oncoming_drift,20368808,completed,0,0.0,0.1728,1.8679,3.4902,4.2214,10.6,801
108,3,oncoming_drift,20368809,completed,0,0.0,0.0094,0.0774,0.9042,4.2101,10.95,801
108,4,oncoming_drift,20368810,collision,1,9.4587,0.0,0.0,2.141,4.1843,10.85,218
109,0,oncoming_drift,20369806,collision,1,9.8181,0.0,0.0,3.2673,4.2103,9.6,193
109,1,oncoming_drift,20369807,collision,1,9.6517,0.0,0.0,3.1009,4.2101,9.6,193
109,2,oncoming_drift,20369808,collision,1,9.4397,0.0,0.0,2.8888,4.2436,9.8,197
109,3,oncoming_drift,20369809,collision,1,8.9652,0.0,0.0,2.4144,4.2361,9.45,190
109,4,oncoming_drift,20369810,collision,1,9.1532,0.0,0.0,2.6023,4.1888,9.55,192
110,0,oncoming_drift,20370806,collision,1,11.0981,0.0,0.0,3.3854,4.238,11.15,224
110,1,oncoming_drift,20370807,collision,1,11.0535,0.0,0.0,3.3408,4.192,11.1,223
110,2,oncoming_drift,20370808,collision,1,11.3426,0.0,0.0,3.6299,4.21,10.9,219
110,3,oncoming_drift,20370809,collision,1,10.5517,0.0,0.0,2.8389,4.2148,11.05,222
110,4,oncoming_drift,20370810,collision,1,10.5923,0.0,0.0,2.8796,4.2543,11.15,224
111,0,oncoming_drift,20371806,completed,0,0.0,1.0155,10.4004,4.0885,4.2101,10.35,801
