sid,run,template,seed,outcome,contact,impact_speed_ms,ttc_min_s,min_clearance_m,speed_at_crit_ms,ego_vmax_ms,t_crit_s,n_steps
141,2,crossing_traffic,20401724,completed,0,0.0,10.0,15.2445,11.4308,13.2471,9.25,186
141,3,crossing_traffic,20401725,completed,0,0.0,10.0,50.0,3.6744,6.3808,9.45,190
141,4,crossing_traffic,20401726,completed,0,0.0,10.0,15.6887,11.7795,13.0426,9.2,185
142,0,crossing_traffic,20402722,completed,0,0.0,10.0,13.4516,11.6603,12.6464,9.0,181
142,1,crossing_traffic,20402723,completed,0,0.0,10.0,28.246,11.5241,11.5846,7.95,160
142,2,crossing_traffic,20402724,completed,0,0.0,10.0,15.7099,11.6193,12.3835,8.9,179
142,3,crossing_traffic,20402725,completed,0,0.0,10.0,50.0,3.2972,4.6208,9.15,184
142,4,crossing_traffic,20402726,completed,0,0.0,10.0,9.2548,11.5492,13.2946,9.1,183
143,0,crossing_traffic,20403722,completed,0,0.0,1.6743,20.0068,11.9483,12.5545,8.45,170
143,1,crossing_traffic,20403723,completed,0,0.0,10.0,8.4149,11.6301,13.2822,9.05,182
143,2,crossing_traffic,20403724,out_of_lane,0,0.0,10.0,30.4933,12.1778,12.1778,7.85,158
143,3,crossing_traffic,20403725,completed,0,0.0,10.0,50.0,3.3154,4.692,9.2,185
143,4,crossing_traffic,20403726,completed,0,0.0,2.0668,23.294,11.2709,11.2829,9.0,181
144,0,crossing_traffic,20404722,completed,0,0.0,10.0,4.0618,11.3558,12.7198,8.9,179
144,1,crossing_traffic,20404723,collision,0,0.0,10.0,50.0,0.0022,0.7493,6.15,209
144,2,crossing_traffic,20404724,completed,0,0.0,10.0,3.0555,11.5512,13.1504,8.8,177
144,3,crossing_traffic,20404725,out_of_lane,0,0.0,10.0,24.8102,12.1924,12.2447,7.25,146
144,4,crossing_traffic,20404726,completed,0,0.0,10.0,8.7149,12.4103,12.8071,8.75,176
145,0,crossing_traffic,20405722,completed,0,0.0,10.0,10.6241,11.5083,12.788,8.65,174
145,1,crossing_traffic,20405723,completed,0,0.0,10.0,8.5462,12.1965,12.8437,8.9,179
145,2,crossing_traffic,20405724,completed,0,0.0,10.0,10.1436,11.5992,12.4766,8.85,178
145,3,crossing_traffic,20405725,completed,0,0.0,10.0,50.0,0.0044,0.7988,10.2,205
145,4,crossing_traffic,20405726,collision,0,0.0,1.7037,21.601,12.6781,12.7746,8.05,162
146,0,crossing_traffic,20406722,out_of_lane,0,0.0,10.0,47.9687,3.571,4.9261,9.0,181
146,1,crossing_traffic,20406723,completed,0,0.0,10.0,41.1428,11.9312,11.9312,6.35,128
146,2,crossing_traffic,20406724,out_of_lane,0,0.0,10.0,11.6351,11.8689,12.3383,8.4,169
146,3,crossing_traffic,20406725,out_of_lane,0,0.0,10.0,21.2768,12.6678,12.8092,7.35,148
146,4,crossing_traffic,20406726,completed,0,0.0,10.0,5.3904,11.4234,12.6242,8.8,177
147,0,crossing_traffic,20407722,out_of_lane,0,0.0,10.0,4.9714,11.4075,12.8956,8.6,173
147,1,crossing_traffic,20407723,completed,0,0.0,10.0,47.2321,3.2816,4.8044,8.9,179
147,2,crossing_traffic,20407724,out_of_lane,0,0.0,10.0,6.051,11.4802,12.7418,8.55,172
147,3,crossing_traffic,20407725,completed,0,0.0,10.0,1.3789,11.1008,12.8877,8.85,178
147,4,crossing_traffic,20407726,out_of_lane,0,0.0,10.0,12.1567,12.7767,13.1188,7.8,157
148,0,crossing_traffic,20408722,out_of_lane,0,0.0,10.0,34.6677,12.7161,12.7161,6.9,139
148,1,crossing_traffic,20408723,out_of_lane,0,0.0,10.0,9.16,11.55,13.4182,8.85,178
148,2,crossing_traffic,20408724,completed,0,0.0,10.0,50.0,0.0028,0.7601,6.1,203
148,3,crossing_traffic,20408725,out_of_lane,0,0.0,10.0,28.1285,12.4247,12.5193,7.6,153
148,4,crossing_traffic,20408726,completed,0,0.0,10.0,14.2371,11.768,12.4766,8.85,178
149,0,crossing_traffic,20409722,out_of_lane,0,0.0,10.0,16.0818,11.2776,12.9574,8.65,174
149,1,crossing_traffic,20409723,out_of_lane,0,0.0,10.0,20.6944,11.8245,12.6772,8.35,168
149,2,crossing_traffic,20409724,completed,0,0.0,10.0,12.9033,11.678,12.9422,9.1,183
149,3,crossing_traffic,20409725,completed,0,0.0,10.0,19.5825,11.2548,11.5022,9.15,184
149,4,crossing_traffic,20409726,collision,0,0.0,10.0,9.456,11.541,13.2438,9.15,184
